domain,service_layer,supplier,supplier_type,indicator,evidence_source,evidence_value,jurisdiction_group,parent_company_country,data_risk,typical_data,personal_data_likelihood,public_service_layer,confidence,verification_needed,verification_question
randmeren.com,frontend_scripts,Google Analytics,analytics,google-analytics.com,supplier_indicators.indicator,google-analytics.com,US supplier,US,high,"analytics identifiers, browser metadata, usage data",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Wordt Google Analytics gebruikt, hoe is IP-anonimisering ingericht, en welke doorgiftewaarborgen bestaan?"
gnr.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,0 gnr-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gnr.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,0 gnr-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gnr.nl,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,supplier_indicators.indicator,fonts.googleapis.com,US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
gnr.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,supplier_indicators.indicator,www.googletagmanager.com,US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
visitgooivecht.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,10 visitgooivecht-nl.mail.eo.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
visitgooivecht.nl,mx_spf,Zivver,secure email,zivver.com,supplier_indicators.indicator,_spf.zivver.com,NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
visitgooivecht.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,spf.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
visitgooivecht.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,supplier_indicators.indicator,www.googletagmanager.com,US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
visitgooivecht.nl,frontend_scripts,YouTube,embedded media,youtube.com,supplier_indicators.indicator,youtube.com,US supplier,US,medium/high,"browser metadata, viewing data, cookies possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Worden YouTube embeds privacyvriendelijk geladen en is toestemming of een alternatief ingericht?
huizenduurzaam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,0 huizenduurzaam-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
huizenduurzaam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,0 huizenduurzaam-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
huizenduurzaam.nl,mx_spf,Mailgun,transactional email,mailgun.org,supplier_indicators.indicator,eu.mailgun.org,US supplier,US,medium/high,"email content, recipient metadata, delivery logs",Mogelijk,"D, leverancier of te verifieren",hoog,ja,Welke mailstromen lopen via Mailgun en welke bewaartermijnen en subverwerkers gelden?
huizenduurzaam.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.indicator,cdnjs.cloudflare.com,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
huizenduurzaam.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.supplier_name,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
huizenduurzaam.nl,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,supplier_indicators.indicator,fonts.googleapis.com,US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Mogelijk,"D, leverancier of te verifieren",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
huizenduurzaam.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,supplier_indicators.indicator,www.googletagmanager.com,US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Mogelijk,"D, leverancier of te verifieren",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
energieloketten.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,0 energieloketten-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
energieloketten.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,0 energieloketten-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
energieloketten.nl,mx_spf,Mailgun,transactional email,mailgun.org,supplier_indicators.indicator,mailgun.org,US supplier,US,medium/high,"email content, recipient metadata, delivery logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke mailstromen lopen via Mailgun en welke bewaartermijnen en subverwerkers gelden?
energieloketten.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.indicator,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
energieloketten.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.supplier_name,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
regionaalenergieloket.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.indicator,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
regionaalenergieloket.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.supplier_name,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
archiefweb.eu,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,supplier_indicators.indicator,fonts.googleapis.com,US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
archiefweb.eu,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.indicator,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
archiefweb.eu,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.supplier_name,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
readspeaker.com,frontend_scripts,ReadSpeaker,accessibility / text-to-speech,readspeaker,supplier_indicators.indicator,_spf1.readspeaker.com,EU supplier with international presence,NL/International,low/medium,"requested page text, IP address, browser metadata possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke gegevens worden door ReadSpeaker verwerkt en waar worden logs opgeslagen?
readspeaker.com,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.indicator,cdnjs.cloudflare.com,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
readspeaker.com,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.supplier_name,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
readspeaker.com,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,supplier_indicators.indicator,fonts.googleapis.com,US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
readspeaker.com,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,supplier_indicators.indicator,www.googletagmanager.com,US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
readspeaker.com,frontend_scripts,YouTube,embedded media,youtube.com,supplier_indicators.indicator,youtube.com,US supplier,US,medium/high,"browser metadata, viewing data, cookies possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Worden YouTube embeds privacyvriendelijk geladen en is toestemming of een alternatief ingericht?
